,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
14444,63,2,Royal Challengers Bangalore,Chennai Super Kings,10,3,V Kohli,R Dravid,M Muralitharan,0,0,0,0,0,0,2,0,2,,,
14445,63,2,Royal Challengers Bangalore,Chennai Super Kings,10,4,V Kohli,R Dravid,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
14446,63,2,Royal Challengers Bangalore,Chennai Super Kings,10,5,V Kohli,R Dravid,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
14447,63,2,Royal Challengers Bangalore,Chennai Super Kings,10,6,V Kohli,R Dravid,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
14449,63,2,Royal Challengers Bangalore,Chennai Super Kings,11,2,V Kohli,R Dravid,Joginder Sharma,0,0,0,0,0,0,1,0,1,,,
14451,63,2,Royal Challengers Bangalore,Chennai Super Kings,11,4,V Kohli,R Dravid,Joginder Sharma,0,1,0,0,0,0,0,1,1,,,
14452,63,2,Royal Challengers Bangalore,Chennai Super Kings,11,5,V Kohli,R Dravid,Joginder Sharma,0,0,0,0,0,0,6,0,6,,,
14453,63,2,Royal Challengers Bangalore,Chennai Super Kings,11,6,V Kohli,R Dravid,Joginder Sharma,0,0,0,0,0,0,0,0,0,V Kohli,caught,S Badrinath
14855,65,2,Royal Challengers Bangalore,Deccan Chargers,11,4,V Kohli,R Dravid,PP Ojha,0,0,0,0,0,0,0,0,0,,,
14856,65,2,Royal Challengers Bangalore,Deccan Chargers,11,5,V Kohli,R Dravid,PP Ojha,0,0,0,0,0,0,1,0,1,,,
14858,65,2,Royal Challengers Bangalore,Deccan Chargers,12,1,V Kohli,R Dravid,Harmeet Singh,0,1,0,0,0,0,0,1,1,,,
14859,65,2,Royal Challengers Bangalore,Deccan Chargers,12,2,V Kohli,R Dravid,Harmeet Singh,0,0,0,0,0,0,0,0,0,,,
14860,65,2,Royal Challengers Bangalore,Deccan Chargers,12,3,V Kohli,R Dravid,Harmeet Singh,0,0,0,0,0,0,0,0,0,,,
14861,65,2,Royal Challengers Bangalore,Deccan Chargers,12,4,V Kohli,R Dravid,Harmeet Singh,0,0,0,0,0,0,2,0,2,,,
14862,65,2,Royal Challengers Bangalore,Deccan Chargers,12,5,V Kohli,R Dravid,Harmeet Singh,0,0,0,0,0,0,1,0,1,,,
14865,65,2,Royal Challengers Bangalore,Deccan Chargers,13,1,V Kohli,R Dravid,PP Ojha,0,0,0,0,0,0,0,0,0,,,
14866,65,2,Royal Challengers Bangalore,Deccan Chargers,13,2,V Kohli,R Dravid,PP Ojha,0,0,0,0,0,0,1,0,1,,,
14868,65,2,Royal Challengers Bangalore,Deccan Chargers,13,4,V Kohli,R Dravid,PP Ojha,0,0,0,0,0,0,2,0,2,,,
14869,65,2,Royal Challengers Bangalore,Deccan Chargers,13,5,V Kohli,R Dravid,PP Ojha,0,0,0,0,0,0,0,0,0,,,
14870,65,2,Royal Challengers Bangalore,Deccan Chargers,13,6,V Kohli,R Dravid,PP Ojha,0,0,0,0,0,0,2,0,2,,,
14878,65,2,Royal Challengers Bangalore,Deccan Chargers,15,2,V Kohli,R Dravid,FH Edwards,0,0,0,0,0,0,0,0,0,,,
14879,65,2,Royal Challengers Bangalore,Deccan Chargers,15,3,V Kohli,R Dravid,FH Edwards,0,0,0,0,0,0,4,0,4,,,
14880,65,2,Royal Challengers Bangalore,Deccan Chargers,15,4,V Kohli,R Dravid,FH Edwards,0,0,0,0,0,0,4,0,4,,,
14881,65,2,Royal Challengers Bangalore,Deccan Chargers,15,5,V Kohli,R Dravid,FH Edwards,0,0,0,0,0,0,2,0,2,,,
14882,65,2,Royal Challengers Bangalore,Deccan Chargers,15,6,V Kohli,R Dravid,FH Edwards,0,0,0,0,0,0,0,0,0,,,
14884,65,2,Royal Challengers Bangalore,Deccan Chargers,16,2,V Kohli,R Dravid,SB Styris,0,0,0,0,0,0,4,0,4,,,
14885,65,2,Royal Challengers Bangalore,Deccan Chargers,16,3,V Kohli,R Dravid,SB Styris,0,0,0,0,0,0,1,0,1,,,
14887,65,2,Royal Challengers Bangalore,Deccan Chargers,16,5,V Kohli,R Bishnoi,SB Styris,0,0,0,0,0,0,4,0,4,,,
14888,65,2,Royal Challengers Bangalore,Deccan Chargers,16,6,V Kohli,R Bishnoi,SB Styris,0,0,0,0,0,0,2,0,2,,,
14890,65,2,Royal Challengers Bangalore,Deccan Chargers,17,2,V Kohli,R Bishnoi,Harmeet Singh,0,0,0,0,0,0,1,0,1,,,
14892,65,2,Royal Challengers Bangalore,Deccan Chargers,17,4,V Kohli,KV Sharma,Harmeet Singh,0,0,0,0,0,0,2,0,2,,,
14893,65,2,Royal Challengers Bangalore,Deccan Chargers,17,5,V Kohli,KV Sharma,Harmeet Singh,0,0,0,0,0,0,4,0,4,,,
14894,65,2,Royal Challengers Bangalore,Deccan Chargers,17,6,V Kohli,KV Sharma,Harmeet Singh,0,1,0,0,0,0,0,1,1,,,
14895,65,2,Royal Challengers Bangalore,Deccan Chargers,17,7,V Kohli,KV Sharma,Harmeet Singh,0,0,0,0,0,0,2,0,2,,,
14897,65,2,Royal Challengers Bangalore,Deccan Chargers,18,2,V Kohli,KV Sharma,SB Styris,0,0,0,0,0,0,1,0,1,,,
14902,65,2,Royal Challengers Bangalore,Deccan Chargers,19,1,V Kohli,P Kumar,FH Edwards,0,0,0,0,0,0,4,0,4,,,
14903,65,2,Royal Challengers Bangalore,Deccan Chargers,19,2,V Kohli,P Kumar,FH Edwards,0,0,0,0,0,0,0,0,0,,,
14904,65,2,Royal Challengers Bangalore,Deccan Chargers,19,3,V Kohli,P Kumar,FH Edwards,0,1,0,0,0,0,0,1,1,,,
14905,65,2,Royal Challengers Bangalore,Deccan Chargers,19,4,V Kohli,P Kumar,FH Edwards,0,0,0,0,0,0,4,0,4,,,
14906,65,2,Royal Challengers Bangalore,Deccan Chargers,19,5,V Kohli,P Kumar,FH Edwards,0,0,0,0,0,0,1,0,1,,,
14909,65,2,Royal Challengers Bangalore,Deccan Chargers,20,1,V Kohli,P Kumar,RP Singh,0,0,0,0,0,0,0,0,0,,,
14910,65,2,Royal Challengers Bangalore,Deccan Chargers,20,2,V Kohli,P Kumar,RP Singh,0,0,0,0,0,0,1,0,1,,,
14912,65,2,Royal Challengers Bangalore,Deccan Chargers,20,4,V Kohli,P Kumar,RP Singh,0,0,0,0,0,0,0,0,0,V Kohli,caught,HH Gibbs
15530,68,1,Royal Challengers Bangalore,Kings XI Punjab,17,6,V Kohli,LRPL Taylor,YA Abdulla,0,0,0,0,0,0,1,0,1,,,
15532,68,1,Royal Challengers Bangalore,Kings XI Punjab,18,1,V Kohli,LRPL Taylor,VRV Singh,0,0,0,0,0,0,1,0,1,,,
15535,68,1,Royal Challengers Bangalore,Kings XI Punjab,18,4,V Kohli,LRPL Taylor,VRV Singh,0,0,0,0,0,0,0,0,0,V Kohli,caught,RS Bopara
15983,70,1,Royal Challengers Bangalore,Delhi Daredevils,10,4,V Kohli,LRPL Taylor,DL Vettori,0,0,0,0,0,0,1,0,1,,,
15985,70,1,Royal Challengers Bangalore,Delhi Daredevils,10,6,V Kohli,LRPL Taylor,DL Vettori,0,0,0,0,0,0,0,0,0,,,
15990,70,1,Royal Challengers Bangalore,Delhi Daredevils,11,5,V Kohli,LRPL Taylor,A Mishra,0,0,0,0,0,0,1,0,1,,,
15992,70,1,Royal Challengers Bangalore,Delhi Daredevils,12,1,V Kohli,MV Boucher,PJ Sangwan,0,0,0,0,0,0,0,0,0,,,
15993,70,1,Royal Challengers Bangalore,Delhi Daredevils,12,2,V Kohli,MV Boucher,PJ Sangwan,0,0,0,0,0,0,0,0,0,,,
15994,70,1,Royal Challengers Bangalore,Delhi Daredevils,12,3,V Kohli,MV Boucher,PJ Sangwan,0,0,0,0,0,0,1,0,1,,,
15996,70,1,Royal Challengers Bangalore,Delhi Daredevils,12,5,V Kohli,MV Boucher,PJ Sangwan,0,0,0,0,0,0,1,0,1,,,
15998,70,1,Royal Challengers Bangalore,Delhi Daredevils,13,1,V Kohli,MV Boucher,A Mishra,0,0,0,0,0,0,1,0,1,,,
16000,70,1,Royal Challengers Bangalore,Delhi Daredevils,13,3,V Kohli,MV Boucher,A Mishra,0,0,0,0,0,0,1,0,1,,,
16003,70,1,Royal Challengers Bangalore,Delhi Daredevils,13,6,V Kohli,MV Boucher,A Mishra,0,0,0,0,0,0,1,0,1,,,
16004,70,1,Royal Challengers Bangalore,Delhi Daredevils,14,1,V Kohli,MV Boucher,PJ Sangwan,0,0,0,0,0,0,4,0,4,,,
16005,70,1,Royal Challengers Bangalore,Delhi Daredevils,14,2,V Kohli,MV Boucher,PJ Sangwan,0,0,0,0,0,0,1,0,1,,,
16008,70,1,Royal Challengers Bangalore,Delhi Daredevils,14,5,V Kohli,MV Boucher,PJ Sangwan,0,0,0,0,0,0,1,0,1,,,
16014,70,1,Royal Challengers Bangalore,Delhi Daredevils,15,5,V Kohli,MV Boucher,DL Vettori,0,0,0,0,0,0,1,0,1,,,
16016,70,1,Royal Challengers Bangalore,Delhi Daredevils,16,1,V Kohli,MV Boucher,DP Nannes,0,0,0,0,0,0,1,0,1,,,
16019,70,1,Royal Challengers Bangalore,Delhi Daredevils,16,4,V Kohli,MV Boucher,DP Nannes,0,0,0,0,0,0,0,0,0,,,
16020,70,1,Royal Challengers Bangalore,Delhi Daredevils,16,5,V Kohli,MV Boucher,DP Nannes,0,0,0,0,0,0,1,0,1,,,
16022,70,1,Royal Challengers Bangalore,Delhi Daredevils,17,1,V Kohli,MV Boucher,DL Vettori,0,0,0,0,0,0,1,0,1,,,
16025,70,1,Royal Challengers Bangalore,Delhi Daredevils,17,4,V Kohli,MV Boucher,DL Vettori,0,0,0,0,0,0,1,0,1,,,
16027,70,1,Royal Challengers Bangalore,Delhi Daredevils,17,6,V Kohli,MV Boucher,DL Vettori,0,0,0,0,0,0,2,0,2,,,
16030,70,1,Royal Challengers Bangalore,Delhi Daredevils,18,3,V Kohli,MV Boucher,DP Nannes,0,0,0,4,0,0,0,4,4,,,
16031,70,1,Royal Challengers Bangalore,Delhi Daredevils,18,4,V Kohli,MV Boucher,DP Nannes,0,0,0,0,0,0,1,0,1,,,
16035,70,1,Royal Challengers Bangalore,Delhi Daredevils,19,1,V Kohli,MV Boucher,PJ Sangwan,0,0,0,0,0,0,1,0,1,,,
16041,70,1,Royal Challengers Bangalore,Delhi Daredevils,20,1,V Kohli,B Akhil,A Nehra,0,0,0,0,0,0,0,0,0,V Kohli,caught,TM Dilshan
17333,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,13,6,V Kohli,KP Pietersen,I Sharma,0,0,0,0,0,0,0,0,0,,,
17335,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,14,2,V Kohli,KP Pietersen,M Kartik,0,0,0,0,0,0,1,0,1,,,
17339,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,14,6,V Kohli,KP Pietersen,M Kartik,0,0,0,0,0,0,2,0,2,,,
17340,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,14,7,V Kohli,KP Pietersen,M Kartik,0,0,0,0,0,0,1,0,1,,,
17341,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,1,V Kohli,KP Pietersen,SC Ganguly,0,0,0,0,0,0,4,0,4,,,
17342,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,2,V Kohli,KP Pietersen,SC Ganguly,0,0,0,0,0,0,2,0,2,,,
17343,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,3,V Kohli,KP Pietersen,SC Ganguly,0,0,0,0,0,0,0,0,0,,,
17344,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,4,V Kohli,KP Pietersen,SC Ganguly,0,0,0,0,0,0,1,0,1,,,
17346,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,6,V Kohli,KP Pietersen,SC Ganguly,0,0,0,0,0,0,1,0,1,,,
17347,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,1,V Kohli,KP Pietersen,BJ Hodge,0,0,0,0,0,0,1,0,1,,,
17349,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,3,V Kohli,KP Pietersen,BJ Hodge,0,0,0,0,0,0,6,0,6,,,
17350,75,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,4,V Kohli,KP Pietersen,BJ Hodge,0,0,0,0,0,0,0,0,0,V Kohli,caught,MN van Wyk
18444,80,1,Royal Challengers Bangalore,Kings XI Punjab,13,1,V Kohli,MV Boucher,PP Chawla,0,0,0,0,0,0,0,0,0,,,
18445,80,1,Royal Challengers Bangalore,Kings XI Punjab,13,2,V Kohli,MV Boucher,PP Chawla,0,0,0,0,0,0,1,0,1,,,
18448,80,1,Royal Challengers Bangalore,Kings XI Punjab,13,5,V Kohli,MV Boucher,PP Chawla,0,0,0,0,0,0,1,0,1,,,
18456,80,1,Royal Challengers Bangalore,Kings XI Punjab,15,1,V Kohli,RE van der Merwe,PP Chawla,0,0,0,0,0,0,0,0,0,,,
18457,80,1,Royal Challengers Bangalore,Kings XI Punjab,15,2,V Kohli,RE van der Merwe,PP Chawla,0,0,0,0,0,0,1,0,1,,,
18461,80,1,Royal Challengers Bangalore,Kings XI Punjab,15,6,V Kohli,RE van der Merwe,PP Chawla,0,0,0,0,0,0,4,0,4,,,
18464,80,1,Royal Challengers Bangalore,Kings XI Punjab,16,3,V Kohli,RE van der Merwe,Yuvraj Singh,0,0,0,0,0,0,0,0,0,,,
18465,80,1,Royal Challengers Bangalore,Kings XI Punjab,16,4,V Kohli,RE van der Merwe,Yuvraj Singh,0,0,0,0,0,0,1,0,1,,,
18467,80,1,Royal Challengers Bangalore,Kings XI Punjab,16,6,V Kohli,RE van der Merwe,Yuvraj Singh,0,0,0,0,0,0,1,0,1,,,
18468,80,1,Royal Challengers Bangalore,Kings XI Punjab,17,1,V Kohli,RE van der Merwe,IK Pathan,0,0,0,0,0,0,1,0,1,,,
18470,80,1,Royal Challengers Bangalore,Kings XI Punjab,17,3,V Kohli,RE van der Merwe,IK Pathan,0,0,0,0,0,0,1,0,1,,,
18478,80,1,Royal Challengers Bangalore,Kings XI Punjab,18,5,V Kohli,P Kumar,YA Abdulla,0,0,0,0,0,0,4,0,4,,,
18479,80,1,Royal Challengers Bangalore,Kings XI Punjab,18,6,V Kohli,P Kumar,YA Abdulla,0,0,0,0,0,0,1,0,1,,,
18480,80,1,Royal Challengers Bangalore,Kings XI Punjab,19,1,V Kohli,P Kumar,IK Pathan,0,0,0,0,0,0,0,0,0,V Kohli,caught,PP Chawla
20585,89,1,Royal Challengers Bangalore,Rajasthan Royals,6,7,V Kohli,RV Uthappa,LA Carseldine,0,0,0,0,0,0,0,0,0,,,
20593,89,1,Royal Challengers Bangalore,Rajasthan Royals,8,1,V Kohli,RV Uthappa,SK Warne,0,0,0,0,0,0,0,0,0,,,
20594,89,1,Royal Challengers Bangalore,Rajasthan Royals,8,2,V Kohli,RV Uthappa,SK Warne,0,0,0,0,0,0,0,0,0,,,
20595,89,1,Royal Challengers Bangalore,Rajasthan Royals,8,3,V Kohli,RV Uthappa,SK Warne,0,0,0,0,0,0,0,0,0,,,
20596,89,1,Royal Challengers Bangalore,Rajasthan Royals,8,4,V Kohli,RV Uthappa,SK Warne,0,0,0,0,0,0,1,0,1,,,
20601,89,1,Royal Challengers Bangalore,Rajasthan Royals,9,3,V Kohli,MV Boucher,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
20603,89,1,Royal Challengers Bangalore,Rajasthan Royals,9,5,V Kohli,MV Boucher,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
20605,89,1,Royal Challengers Bangalore,Rajasthan Royals,10,1,V Kohli,MV Boucher,SK Warne,0,0,0,0,0,0,1,0,1,,,
20609,89,1,Royal Challengers Bangalore,Rajasthan Royals,10,5,V Kohli,MV Boucher,SK Warne,0,0,0,0,0,0,0,0,0,,,
20610,89,1,Royal Challengers Bangalore,Rajasthan Royals,10,6,V Kohli,MV Boucher,SK Warne,0,0,0,0,0,0,1,0,1,,,
20611,89,1,Royal Challengers Bangalore,Rajasthan Royals,11,1,V Kohli,MV Boucher,RA Jadeja,0,0,0,0,0,0,0,0,0,,,
20612,89,1,Royal Challengers Bangalore,Rajasthan Royals,11,2,V Kohli,MV Boucher,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
20614,89,1,Royal Challengers Bangalore,Rajasthan Royals,11,4,V Kohli,MV Boucher,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
20618,89,1,Royal Challengers Bangalore,Rajasthan Royals,12,2,V Kohli,RE van der Merwe,SK Warne,0,0,0,0,0,0,0,0,0,,,
20619,89,1,Royal Challengers Bangalore,Rajasthan Royals,12,3,V Kohli,RE van der Merwe,SK Warne,0,0,0,0,0,0,4,0,4,,,
20620,89,1,Royal Challengers Bangalore,Rajasthan Royals,12,4,V Kohli,RE van der Merwe,SK Warne,0,0,0,0,0,0,0,0,0,,,
20621,89,1,Royal Challengers Bangalore,Rajasthan Royals,12,5,V Kohli,RE van der Merwe,SK Warne,0,0,0,0,0,0,1,0,1,,,
20627,89,1,Royal Challengers Bangalore,Rajasthan Royals,13,5,V Kohli,RE van der Merwe,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
20632,89,1,Royal Challengers Bangalore,Rajasthan Royals,14,4,V Kohli,RE van der Merwe,M Morkel,0,0,0,0,0,0,1,0,1,,,
20634,89,1,Royal Challengers Bangalore,Rajasthan Royals,14,6,V Kohli,RE van der Merwe,M Morkel,0,0,0,0,0,0,0,0,0,,,
20635,89,1,Royal Challengers Bangalore,Rajasthan Royals,14,7,V Kohli,RE van der Merwe,M Morkel,0,0,0,0,0,0,1,0,1,,,
20636,89,1,Royal Challengers Bangalore,Rajasthan Royals,15,1,V Kohli,RE van der Merwe,RA Jadeja,0,0,0,0,0,0,0,0,0,V Kohli,caught,M Morkel
21846,94,2,Royal Challengers Bangalore,Mumbai Indians,1,3,V Kohli,JH Kallis,DS Kulkarni,0,0,0,0,0,0,0,0,0,,,
21847,94,2,Royal Challengers Bangalore,Mumbai Indians,1,4,V Kohli,JH Kallis,DS Kulkarni,0,0,0,0,0,0,0,0,0,,,
21848,94,2,Royal Challengers Bangalore,Mumbai Indians,1,5,V Kohli,JH Kallis,DS Kulkarni,0,0,0,0,0,0,4,0,4,,,
21849,94,2,Royal Challengers Bangalore,Mumbai Indians,1,6,V Kohli,JH Kallis,DS Kulkarni,0,0,0,0,0,0,1,0,1,,,
21850,94,2,Royal Challengers Bangalore,Mumbai Indians,2,1,V Kohli,JH Kallis,SL Malinga,0,1,0,0,0,0,0,1,1,,,
21851,94,2,Royal Challengers Bangalore,Mumbai Indians,2,2,V Kohli,JH Kallis,SL Malinga,0,1,0,0,0,0,0,1,1,,,
21852,94,2,Royal Challengers Bangalore,Mumbai Indians,2,3,V Kohli,JH Kallis,SL Malinga,0,0,0,0,0,0,0,0,0,,,
21853,94,2,Royal Challengers Bangalore,Mumbai Indians,2,4,V Kohli,JH Kallis,SL Malinga,0,0,0,0,0,0,1,0,1,,,
21858,94,2,Royal Challengers Bangalore,Mumbai Indians,3,1,V Kohli,JH Kallis,DS Kulkarni,0,0,0,0,0,0,0,0,0,,,
21859,94,2,Royal Challengers Bangalore,Mumbai Indians,3,2,V Kohli,JH Kallis,DS Kulkarni,0,0,0,1,0,0,0,1,1,,,
21862,94,2,Royal Challengers Bangalore,Mumbai Indians,3,5,V Kohli,JH Kallis,DS Kulkarni,0,0,0,0,0,0,1,0,1,,,
21864,94,2,Royal Challengers Bangalore,Mumbai Indians,4,1,V Kohli,JH Kallis,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
21865,94,2,Royal Challengers Bangalore,Mumbai Indians,4,2,V Kohli,JH Kallis,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
21866,94,2,Royal Challengers Bangalore,Mumbai Indians,4,3,V Kohli,JH Kallis,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
21867,94,2,Royal Challengers Bangalore,Mumbai Indians,4,4,V Kohli,JH Kallis,DJ Bravo,0,0,0,0,0,0,1,0,1,,,
21869,94,2,Royal Challengers Bangalore,Mumbai Indians,4,6,V Kohli,RV Uthappa,DJ Bravo,0,0,0,0,0,0,4,0,4,,,
21876,94,2,Royal Challengers Bangalore,Mumbai Indians,6,1,V Kohli,LRPL Taylor,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
21877,94,2,Royal Challengers Bangalore,Mumbai Indians,6,2,V Kohli,LRPL Taylor,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
21878,94,2,Royal Challengers Bangalore,Mumbai Indians,6,3,V Kohli,LRPL Taylor,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
21879,94,2,Royal Challengers Bangalore,Mumbai Indians,6,4,V Kohli,LRPL Taylor,DJ Bravo,0,0,0,0,0,0,4,0,4,,,
21880,94,2,Royal Challengers Bangalore,Mumbai Indians,6,5,V Kohli,LRPL Taylor,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
21881,94,2,Royal Challengers Bangalore,Mumbai Indians,6,6,V Kohli,LRPL Taylor,DJ Bravo,0,0,0,0,0,0,4,0,4,,,
21883,94,2,Royal Challengers Bangalore,Mumbai Indians,7,2,V Kohli,LRPL Taylor,C Nanda,0,0,0,0,0,0,0,0,0,,,
21884,94,2,Royal Challengers Bangalore,Mumbai Indians,7,3,V Kohli,LRPL Taylor,C Nanda,0,0,0,0,0,0,0,0,0,V Kohli,caught,JP Duminy
23327,100,2,Royal Challengers Bangalore,Chennai Super Kings,5,5,V Kohli,LRPL Taylor,JA Morkel,0,0,0,0,0,0,0,0,0,,,
23328,100,2,Royal Challengers Bangalore,Chennai Super Kings,5,6,V Kohli,LRPL Taylor,JA Morkel,0,0,0,0,0,0,0,0,0,,,
23331,100,2,Royal Challengers Bangalore,Chennai Super Kings,6,3,V Kohli,LRPL Taylor,L Balaji,0,0,0,0,0,0,1,0,1,,,
23334,100,2,Royal Challengers Bangalore,Chennai Super Kings,6,6,V Kohli,LRPL Taylor,L Balaji,0,0,0,0,0,0,0,0,0,,,
23337,100,2,Royal Challengers Bangalore,Chennai Super Kings,7,3,V Kohli,LRPL Taylor,JA Morkel,0,0,0,0,0,0,0,0,0,,,
23338,100,2,Royal Challengers Bangalore,Chennai Super Kings,7,4,V Kohli,LRPL Taylor,JA Morkel,0,0,0,0,0,0,0,0,0,,,
23339,100,2,Royal Challengers Bangalore,Chennai Super Kings,7,5,V Kohli,LRPL Taylor,JA Morkel,0,0,0,0,0,0,1,0,1,,,
23343,100,2,Royal Challengers Bangalore,Chennai Super Kings,8,3,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,1,0,1,,,
23345,100,2,Royal Challengers Bangalore,Chennai Super Kings,8,5,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,4,0,4,,,
23346,100,2,Royal Challengers Bangalore,Chennai Super Kings,8,6,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,1,0,1,,,
23347,100,2,Royal Challengers Bangalore,Chennai Super Kings,9,1,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
23348,100,2,Royal Challengers Bangalore,Chennai Super Kings,9,2,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,1,0,1,,,
23350,100,2,Royal Challengers Bangalore,Chennai Super Kings,9,4,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,4,0,4,,,
23351,100,2,Royal Challengers Bangalore,Chennai Super Kings,9,5,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
23352,100,2,Royal Challengers Bangalore,Chennai Super Kings,9,6,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
23355,100,2,Royal Challengers Bangalore,Chennai Super Kings,10,3,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,0,0,0,,,
23356,100,2,Royal Challengers Bangalore,Chennai Super Kings,10,4,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,1,0,1,,,
23358,100,2,Royal Challengers Bangalore,Chennai Super Kings,10,6,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,0,0,0,,,
23360,100,2,Royal Challengers Bangalore,Chennai Super Kings,11,2,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,4,0,4,,,
23361,100,2,Royal Challengers Bangalore,Chennai Super Kings,11,3,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,1,0,1,,,
23365,100,2,Royal Challengers Bangalore,Chennai Super Kings,12,1,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,1,0,1,,,
23367,100,2,Royal Challengers Bangalore,Chennai Super Kings,12,3,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,0,0,0,,,
23368,100,2,Royal Challengers Bangalore,Chennai Super Kings,12,4,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,0,0,0,,,
23369,100,2,Royal Challengers Bangalore,Chennai Super Kings,12,5,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,0,0,0,,,
23370,100,2,Royal Challengers Bangalore,Chennai Super Kings,12,6,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,1,0,1,,,
23371,100,2,Royal Challengers Bangalore,Chennai Super Kings,13,1,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
23372,100,2,Royal Challengers Bangalore,Chennai Super Kings,13,2,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,4,0,4,,,
23373,100,2,Royal Challengers Bangalore,Chennai Super Kings,13,3,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
23374,100,2,Royal Challengers Bangalore,Chennai Super Kings,13,4,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
23375,100,2,Royal Challengers Bangalore,Chennai Super Kings,13,5,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,0,0,0,,,
23376,100,2,Royal Challengers Bangalore,Chennai Super Kings,13,6,V Kohli,LRPL Taylor,M Muralitharan,0,0,0,0,0,0,6,0,6,,,
23379,100,2,Royal Challengers Bangalore,Chennai Super Kings,14,3,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,0,0,0,,,
23380,100,2,Royal Challengers Bangalore,Chennai Super Kings,14,4,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,6,0,6,,,
23381,100,2,Royal Challengers Bangalore,Chennai Super Kings,14,5,V Kohli,LRPL Taylor,SB Jakati,0,0,0,0,0,0,1,0,1,,,
23384,100,2,Royal Challengers Bangalore,Chennai Super Kings,15,2,V Kohli,LRPL Taylor,L Balaji,0,0,0,0,0,0,0,0,0,V Kohli,caught,JDP Oram
26229,112,1,Royal Challengers Bangalore,Deccan Chargers,18,1,V Kohli,MK Pandey,A Symonds,0,0,0,0,0,0,1,0,1,,,
26231,112,1,Royal Challengers Bangalore,Deccan Chargers,18,3,V Kohli,MK Pandey,A Symonds,0,0,0,0,0,0,0,0,0,,,
26232,112,1,Royal Challengers Bangalore,Deccan Chargers,18,4,V Kohli,MK Pandey,A Symonds,0,0,0,0,0,0,1,0,1,,,
26235,112,1,Royal Challengers Bangalore,Deccan Chargers,19,1,V Kohli,MK Pandey,RJ Harris,0,0,0,0,0,0,1,0,1,,,
